Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Boron Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Boron Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Boron Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Dense§r Boron Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Ore (Fiery Netherrack)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cincinnasite Ore (Fiery Netherrack)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Limestone)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Boron Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Boron Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Boron Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Boron Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Andesite)
